,video_id,video_title,video_date,view_count,like_count,comment_count
223,Feh8o-HmthM,People Who Got Rich From Movie Trailers On Youtube,2015-07-29 19:00:00+00:00,61259,1150,232
224,bEIK5ni_Pzs,How Many People Get The Diamond Play Button?????,2015-07-25 10:00:03+00:00,1721313,17066,2773
225,UEK0fYAqMss,My Solution For The Theft At The FaZe House - @FaZe_Rain @FaZeAdapt,2015-07-08 10:00:00+00:00,21648,517,102
226,v5J1Cycn3s8,How To Gain Youtube Success,2015-07-02 17:10:49+00:00,44275,1829,230
227,yyJ7xEcENNI,How Much Does Pewdiepie Make?,2015-06-28 22:41:05+00:00,89418,1700,165
228,X7doE4h6W64,Insane Gun Sync - 7 Hours To Make,2015-06-21 12:22:34+00:00,17898,713,123
229,QkXDatNdL4U,Free To Use Advanced Warfare Gameplay! 2015,2015-06-19 14:07:22+00:00,19131,486,94
230,zi7tZ-2PhLk,How Much Money Do You Make As An Uber Driver??????,2015-05-31 18:31:25+00:00,22613,450,78
231,AIytwdufwW8,MY MESSAGE TO COD YOUTUBERS (Watch till end plz),2015-05-29 20:07:48+00:00,22920,609,130
232,56OkH6ocYZU,L0114R - Biblical Creeper Post for Post @L0114R,2015-05-15 16:48:54+00:00,19808,486,148
233,w40Z8aT5fpQ,Why Do We Do Things That Are Bad For Us?????,2015-05-14 23:52:57+00:00,20382,790,107
234,qWnyJ55KBKo,Minimum Wage,2015-05-07 23:27:32+00:00,32526,882,136
235,yeHjsYQ076A,Remember When COD Was Fun?,2015-04-26 21:26:36+00:00,19068,647,167
236,NiqkH7qVW0U,100k Subs With No Videos????,2015-04-11 16:51:40+00:00,393843,7936,2851
237,kzIA4vKyhRQ,5 Steps To Becoming Successful On Youtube,2015-04-02 23:10:02+00:00,71003,3897,466
238,0VjLq-go1fg,How Much $$$ Does Every Member of FaZe Make COMBINED????? 2016,2015-03-05 02:07:01+00:00,84300,1286,318
239,MLN6TRB9Jxw,Who Are The Worst Youtubers?????,2015-03-01 12:00:00+00:00,120638,2562,328
240,vZrL_FFITgs,Subscriber Goals For 2016,2015-02-28 17:12:07+00:00,27574,807,437
241,udmf5MQLNGA,How Much Money Did Gangnam Style Earn??? 2016,2014-11-26 22:53:11+00:00,48587,1158,186
242,moMJjt5KECc,Money Problems,2014-08-20 17:40:18+00:00,122712,2990,319
243,bA20RJcegOI,1500,2014-08-08 18:58:18+00:00,142897,5163,1253
244,ZiuoOcj2eLY,In Dis Video I Play Minecraft. (Factions),2014-07-05 15:57:13+00:00,28230,916,166
245,LYK6SPMtJ_Y,Youtube Grind,2014-06-28 21:06:46+00:00,49429,1537,166
246,2ljWxaMvE_0,Hacker in Ghost???? I Couldn&#39;t Kill Him.,2014-06-22 00:27:19+00:00,19033,573,208
247,U_07AG_CR5A,Crazy Nub Tub Reactions! Bo2 Fun!,2014-06-13 22:44:22+00:00,18976,660,218
248,HuLAAXZXIy0,This Kid Should Quit COD....,2014-06-02 21:37:07+00:00,40492,891,156
249,x4IXCimma-s,5 Youtubers I Think Will Be Famous...,2014-05-31 21:06:55+00:00,131185,3765,684
250,anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,2014-05-24 19:33:12+00:00,184423,3600,315
251,G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,2014-05-14 23:06:58+00:00,31401,762,182
252,dg6iqLCPizs,Motivation,2014-04-17 01:22:40+00:00,41642,1844,227
253,LMe7k8I082w,Should College Athletes Be Paid?????,2014-03-29 00:18:35+00:00,41027,1127,231
254,Kgu2ApayYvI,How Much Money Do I Make?????,2014-03-16 01:24:25+00:00,93163,3243,534
255,IQYW_lVBYGo,How Much Money Does KyR&#39;s Speedy&#39;s Crew Make?????,2014-03-02 18:14:47+00:00,62446,1334,262
256,TZPlDuYrcDQ,Minecraft Mansion Timelapse,2014-02-22 23:51:15+00:00,528771,17410,2307
257,2IGxSOfsBok,I Hate Pewdiepie!!!!!,2014-02-01 00:16:57+00:00,2717911,222586,15725
258,dPxAFqs2eYE,"Epic Ghost Multiplayer EasterEggs! (PrisonBreak, Sovereign, and Flooded)",2013-11-17 18:26:11+00:00,44294,1784,250
259,v3tbnlc5cfo,Battle Pirates!,2013-09-21 22:18:59+00:00,45358,1906,503
260,-hrPQFaDVKQ,Channel Update.,2013-08-16 20:34:58+00:00,81983,2682,335
261,bIZ5_L1ru2w,Funny Noob Tubing Reaction Montage!,2013-08-16 03:04:45+00:00,61425,2084,395
262,KL1X8NsVGd0,Top 10 Worst Guns in Call Of Duty History!,2013-07-25 21:36:56+00:00,103366,4312,524
263,X-g9aT2wFjM,Channel Trailer....,2013-07-06 18:17:45+00:00,131002,5715,646
264,ivdQqobHDPc,Story time!,2013-04-18 01:54:48+00:00,272073,11913,1361
265,uUIlb2rpIuY,Epic Minecraft city! (w/ download link!),2013-04-11 01:00:01+00:00,167406,5974,805
266,clcN3OA8SNw,Best Minecraft Castle Ever?,2013-01-27 01:52:40+00:00,186500,10340,1677
267,Y74b7WlcEpk,More birds IN MINECRAFT!!,2013-01-12 23:35:45+00:00,603316,25688,2768
